"name","type","brand","model","specs"
"AMD PRO A10-8700B","CPU","AMD","PRO A10-8700B","Cores: 2, TDP: 15W"
"AMD PRO A10-8730B","CPU","AMD","PRO A10-8730B","Cores: 4, TDP: 15W"
"AMD PRO A10-8750B","CPU","AMD","PRO A10-8750B","Cores: 2, TDP: 65W"
"AMD PRO A10-8770","CPU","AMD","PRO A10-8770","Cores: 4, TDP: 65W"
"AMD PRO A10-8770E","CPU","AMD","PRO A10-8770E","Cores: 4, TDP: 35W"
"AMD PRO A10-8850B","CPU","AMD","PRO A10-8850B","Cores: 2, TDP: 95W"
"AMD PRO A10-9700","CPU","AMD","PRO A10-9700","Cores: 2, TDP: 65W"
"AMD PRO A10-9700B","CPU","AMD","PRO A10-9700B","Cores: 4, TDP: 15W"
"AMD PRO A10-9700E","CPU","AMD","PRO A10-9700E","Cores: 2, TDP: 35W"
"AMD PRO A12-8800B","CPU","AMD","PRO A12-8800B","Cores: 2, TDP: 15W"
"AMD PRO A12-8830B","CPU","AMD","PRO A12-8830B","Cores: 4, TDP: 15W"
"AMD PRO A12-8870","CPU","AMD","PRO A12-8870","Cores: 4, TDP: 65W"
"AMD PRO A12-8870E","CPU","AMD","PRO A12-8870E","Cores: 4, TDP: 35W"
"AMD PRO A12-9800","CPU","AMD","PRO A12-9800","Cores: 4, TDP: 65W"
"AMD PRO A12-9800B","CPU","AMD","PRO A12-9800B","Cores: 4, TDP: 15W"
"AMD PRO A12-9800E","CPU","AMD","PRO A12-9800E","Cores: 4, TDP: 35W"
"AMD PRO A4-3350B APU","CPU","AMD","PRO A4-3350B","Cores: 4, TDP: 15W"
"AMD PRO A4-4350B","CPU","AMD","PRO A4-4350B","Cores: 2, TDP: 15W"
"AMD PRO A4-8350B","CPU","AMD","PRO A4-8350B","Cores: 1, TDP: 65W"
"AMD PRO A6-7350B","CPU","AMD","PRO A6-7350B","Cores: 2, TDP: 15W"
"AMD PRO A6-8500B","CPU","AMD","PRO A6-8500B","Cores: 2, TDP: 15W"
"AMD PRO A6-8530B","CPU","AMD","PRO A6-8530B","Cores: 2, TDP: 15W"
"AMD PRO A6-8550B","CPU","AMD","PRO A6-8550B","Cores: 1, TDP: 65W"
"AMD PRO A6-8570","CPU","AMD","PRO A6-8570","Cores: 2, TDP: 65W"
"AMD PRO A6-8570E","CPU","AMD","PRO A6-8570E","Cores: 2, TDP: 35W"
"AMD PRO A6-9500","CPU","AMD","PRO A6-9500","Cores: 2, TDP: 65W"
"AMD PRO A6-9500B","CPU","AMD","PRO A6-9500B","Cores: 2, TDP: 15W"
"AMD PRO A6-9500E","CPU","AMD","PRO A6-9500E","Cores: 2, TDP: 35W"
"AMD PRO A8-8600B","CPU","AMD","PRO A8-8600B","Cores: 4, TDP: 15W"
"AMD PRO A8-8650B","CPU","AMD","PRO A8-8650B","Cores: 4, TDP: 65W"
"AMD PRO A8-8670E","CPU","AMD","PRO A8-8670E","Cores: 4, TDP: 35W"
"AMD PRO A8-9600","CPU","AMD","PRO A8-9600","Cores: 2, TDP: 65W"
"AMD PRO A8-9600B","CPU","AMD","PRO A8-9600B","Cores: 4, TDP: 15W"
"AMD QC-4000","CPU","AMD","QC-4000 undefined","Cores: 4, TDP: 15W"
"AMD R-260H APU","CPU","AMD","R-260H APU","Cores: 2, TDP: 17W"
"AMD R-272F APU","CPU","AMD","R-272F APU","Cores: 2, TDP: 35W"
"AMD R-460L APU","CPU","AMD","R-460L APU","Cores: 4, TDP: 25W"
"AMD R-464L APU","CPU","AMD","R-464L APU","Cores: 4, TDP: 35W"
"AMD RX-425BB","CPU","AMD","RX-425BB undefined","Cores: 4, TDP: 35W"
"AMD RX-427BB","CPU","AMD","RX-427BB undefined","Cores: 4, TDP: 35W"
"AMD Ryzen 3 1200","CPU","AMD","Ryzen 3","Cores: 4, TDP: 65W"
"AMD Ryzen 3 1300X","CPU","AMD","Ryzen 3","Cores: 4, TDP: 65W"
"AMD Ryzen 3 2200G","CPU","AMD","Ryzen 3","Cores: 4, TDP: 65W"
"AMD Ryzen 3 2200GE","CPU","AMD","Ryzen 3","Cores: 4, TDP: 35W"
"AMD Ryzen 3 2200U","CPU","AMD","Ryzen 3","Cores: 2, TDP: 15W"
"AMD Ryzen 3 2300U","CPU","AMD","Ryzen 3","Cores: 4, TDP: 15W"
"AMD Ryzen 3 2300X","CPU","AMD","Ryzen 3","Cores: 4, TDP: 65W"
"AMD Ryzen 3 3100","CPU","AMD","Ryzen 3","Cores: 4, TDP: 65W"
"AMD Ryzen 3 3200G","CPU","AMD","Ryzen 3","Cores: 4, TDP: 65W"
"AMD Ryzen 3 3200GE","CPU","AMD","Ryzen 3","Cores: 4, TDP: 35W"
"AMD Ryzen 3 3200U","CPU","AMD","Ryzen 3","Cores: 2, TDP: 15W"
"AMD Ryzen 3 3250C","CPU","AMD","Ryzen 3","Cores: 2, TDP: 15W"
"AMD Ryzen 3 3250U","CPU","AMD","Ryzen 3","Cores: 2, TDP: 15W"
"AMD Ryzen 3 3300U","CPU","AMD","Ryzen 3","Cores: 4, TDP: 15W"
"AMD Ryzen 3 3300X","CPU","AMD","Ryzen 3","Cores: 4, TDP: 65W"
"AMD Ryzen 3 3350U","CPU","AMD","Ryzen 3","Cores: 4, TDP: 15W"
"AMD Ryzen 3 4300G","CPU","AMD","Ryzen 3","Cores: 4, TDP: 65W"
"AMD Ryzen 3 4300GE","CPU","AMD","Ryzen 3","Cores: 4, TDP: 35W"
"AMD Ryzen 3 4300U","CPU","AMD","Ryzen 3","Cores: 4, TDP: 15W"
"AMD Ryzen 3 5300G","CPU","AMD","Ryzen 3","Cores: 4, TDP: 65W"
"AMD Ryzen 3 5300GE","CPU","AMD","Ryzen 3","Cores: 4, TDP: 35W"
"AMD Ryzen 3 5300U","CPU","AMD","Ryzen 3","Cores: 4, TDP: 15W"
"AMD Ryzen 3 5400U","CPU","AMD","Ryzen 3","Cores: 4, TDP: 15W"
"AMD Ryzen 3 PRO 1200","CPU","AMD","Ryzen 3","Cores: 4, TDP: 65W"
"AMD Ryzen 3 PRO 1300","CPU","AMD","Ryzen 3","Cores: 4, TDP: 65W"
"AMD Ryzen 3 PRO 2100GE","CPU","AMD","Ryzen 3","Cores: 2, TDP: 35W"
"AMD Ryzen 3 PRO 2200G","CPU","AMD","Ryzen 3","Cores: 4, TDP: 65W"
"AMD Ryzen 3 PRO 2200GE","CPU","AMD","Ryzen 3","Cores: 4, TDP: 35W"
"AMD Ryzen 3 PRO 2300U","CPU","AMD","Ryzen 3","Cores: 4, TDP: 15W"
"AMD Ryzen 3 PRO 3200G","CPU","AMD","Ryzen 3","Cores: 4, TDP: 65W"
"AMD Ryzen 3 PRO 3200GE","CPU","AMD","Ryzen 3","Cores: 4, TDP: 35W"
"AMD Ryzen 3 PRO 3300U","CPU","AMD","Ryzen 3","Cores: 4, TDP: 15W"
"AMD Ryzen 3 PRO 4200G","CPU","AMD","Ryzen 3","Cores: 4, TDP: 65W"
"AMD Ryzen 3 PRO 4200GE","CPU","AMD","Ryzen 3","Cores: 4, TDP: 35W"
"AMD Ryzen 3 PRO 4350G","CPU","AMD","Ryzen 3","Cores: 4, TDP: 65W"
"AMD Ryzen 3 PRO 4350GE","CPU","AMD","Ryzen 3","Cores: 4, TDP: 35W"
"AMD Ryzen 3 PRO 4450U","CPU","AMD","Ryzen 3","Cores: 4, TDP: 15W"
"AMD Ryzen 3 PRO 5350G","CPU","AMD","Ryzen 3","Cores: 4, TDP: 65W"
"AMD Ryzen 3 PRO 5350GE","CPU","AMD","Ryzen 3","Cores: 4, TDP: 35W"
"AMD Ryzen 3 PRO 5450U","CPU","AMD","Ryzen 3","Cores: 4, TDP: 15W"
"AMD Ryzen 5 1400","CPU","AMD","Ryzen 5","Cores: 4, TDP: 65W"
"AMD Ryzen 5 1500X","CPU","AMD","Ryzen 5","Cores: 4, TDP: 65W"
"AMD Ryzen 5 1600","CPU","AMD","Ryzen 5","Cores: 6, TDP: 65W"
"AMD Ryzen 5 1600X","CPU","AMD","Ryzen 5","Cores: 6, TDP: 95W"
"AMD Ryzen 5 2400G","CPU","AMD","Ryzen 5","Cores: 4, TDP: 65W"
"AMD Ryzen 5 2400GE","CPU","AMD","Ryzen 5","Cores: 4, TDP: 35W"
"AMD Ryzen 5 2500U","CPU","AMD","Ryzen 5","Cores: 4, TDP: 15W"
"AMD Ryzen 5 2500X","CPU","AMD","Ryzen 5","Cores: 4, TDP: 65W"
"AMD Ryzen 5 2600","CPU","AMD","Ryzen 5","Cores: 6, TDP: 65W"
"AMD Ryzen 5 2600H","CPU","AMD","Ryzen 5","Cores: 4, TDP: 45W"
"AMD Ryzen 5 2600X","CPU","AMD","Ryzen 5","Cores: 6, TDP: 95W"
"AMD Ryzen 5 3350G","CPU","AMD","Ryzen 5","Cores: 4, TDP: 65W"
"AMD Ryzen 5 3350GE","CPU","AMD","Ryzen 5","Cores: 4, TDP: 35W"
"AMD Ryzen 5 3400G","CPU","AMD","Ryzen 5","Cores: 4, TDP: 65W"
"AMD Ryzen 5 3400GE","CPU","AMD","Ryzen 5","Cores: 4, TDP: 35W"
"AMD Ryzen 5 3450U","CPU","AMD","Ryzen 5","Cores: 4, TDP: 15W"
"AMD Ryzen 5 3500","CPU","AMD","Ryzen 5","Cores: 6, TDP: 65W"
"AMD Ryzen 5 3500C","CPU","AMD","Ryzen 5","Cores: 4, TDP: 15W"
"AMD Ryzen 5 3500U","CPU","AMD","Ryzen 5","Cores: 4, TDP: 15W"
"AMD Ryzen 5 3500X","CPU","AMD","Ryzen 5","Cores: 6, TDP: 65W"
"AMD Ryzen 5 3550H","CPU","AMD","Ryzen 5","Cores: 4, TDP: 35W"
"AMD Ryzen 5 3550U","CPU","AMD","Ryzen 5","Cores: 4, TDP: 15W"
"AMD Ryzen 5 3580U","CPU","AMD","Ryzen 5","Cores: 4, TDP: 15W"
"AMD Ryzen 5 3600","CPU","AMD","Ryzen 5","Cores: 6, TDP: 65W"
"AMD Ryzen 5 3600X","CPU","AMD","Ryzen 5","Cores: 6, TDP: 95W"
"AMD Ryzen 5 3600XT","CPU","AMD","Ryzen 5","Cores: 6, TDP: 95W"
"AMD Ryzen 5 4500U","CPU","AMD","Ryzen 5","Cores: 6, TDP: 15W"
"AMD Ryzen 5 4600G","CPU","AMD","Ryzen 5","Cores: 6, TDP: 65W"
"AMD Ryzen 5 4600GE","CPU","AMD","Ryzen 5","Cores: 6, TDP: 35W"
"AMD Ryzen 5 4600H","CPU","AMD","Ryzen 5","Cores: 6, TDP: 45W"
"AMD Ryzen 5 4600HS","CPU","AMD","Ryzen 5","Cores: 6, TDP: 35W"
"AMD Ryzen 5 4600U","CPU","AMD","Ryzen 5","Cores: 6, TDP: 15W"
"AMD Ryzen 5 5500U","CPU","AMD","Ryzen 5","Cores: 6, TDP: 15W"
"AMD Ryzen 5 5600G","CPU","AMD","Ryzen 5","Cores: 6, TDP: 65W"
"AMD Ryzen 5 5600GE","CPU","AMD","Ryzen 5","Cores: 6, TDP: 35W"
"AMD Ryzen 5 5600H","CPU","AMD","Ryzen 5","Cores: 6, TDP: 45W"
"AMD Ryzen 5 5600U","CPU","AMD","Ryzen 5","Cores: 6, TDP: 15W"
"AMD Ryzen 5 5600X","CPU","AMD","Ryzen 5","Cores: 6, TDP: 65W"
"AMD Ryzen 5 PRO 1500","CPU","AMD","Ryzen 5","Cores: 4, TDP: 65W"
"AMD Ryzen 5 PRO 1600","CPU","AMD","Ryzen 5","Cores: 6, TDP: 65W"
"AMD Ryzen 5 PRO 2400G","CPU","AMD","Ryzen 5","Cores: 4, TDP: 65W"
"AMD Ryzen 5 PRO 2400GE","CPU","AMD","Ryzen 5","Cores: 4, TDP: 35W"
"AMD Ryzen 5 PRO 2500U","CPU","AMD","Ryzen 5","Cores: 4, TDP: 15W"
"AMD Ryzen 5 PRO 2600","CPU","AMD","Ryzen 5","Cores: 6, TDP: 65W"
"AMD Ryzen 5 PRO 3350G","CPU","AMD","Ryzen 5","Cores: 4, TDP: 65W"
"AMD Ryzen 5 PRO 3350GE","CPU","AMD","Ryzen 5","Cores: 4, TDP: 35W"
"AMD Ryzen 5 PRO 3400G","CPU","AMD","Ryzen 5","Cores: 4, TDP: 65W"
"AMD Ryzen 5 PRO 3400GE","CPU","AMD","Ryzen 5","Cores: 4, TDP: 35W"
"AMD Ryzen 5 PRO 3500U","CPU","AMD","Ryzen 5","Cores: 4, TDP: 15W"
"AMD Ryzen 5 PRO 3600","CPU","AMD","Ryzen 5","Cores: 6, TDP: 65W"
"AMD Ryzen 5 PRO 4400G","CPU","AMD","Ryzen 5","Cores: 6, TDP: NAW"
"AMD Ryzen 5 PRO 4400GE","CPU","AMD","Ryzen 5","Cores: 6, TDP: 35W"
"AMD Ryzen 5 PRO 4500U","CPU","AMD","Ryzen 5","Cores: 6, TDP: 15W"
"AMD Ryzen 5 PRO 4650G","CPU","AMD","Ryzen 5","Cores: 6, TDP: 65W"
"AMD Ryzen 5 PRO 4650GE","CPU","AMD","Ryzen 5","Cores: 6, TDP: 35W"
"AMD Ryzen 5 PRO 4650U","CPU","AMD","Ryzen 5","Cores: 6, TDP: 15W"
"AMD Ryzen 5 PRO 5650G","CPU","AMD","Ryzen 5","Cores: 6, TDP: 65W"
"AMD Ryzen 5 PRO 5650GE","CPU","AMD","Ryzen 5","Cores: 6, TDP: 35W"
"AMD Ryzen 5 PRO 5650U","CPU","AMD","Ryzen 5","Cores: 6, TDP: 15W"
"AMD Ryzen 7 1700","CPU","AMD","Ryzen 7","Cores: 8, TDP: 65W"
"AMD Ryzen 7 1700X","CPU","AMD","Ryzen 7","Cores: 8, TDP: 95W"
"AMD Ryzen 7 1800X","CPU","AMD","Ryzen 7","Cores: 8, TDP: 95W"
"AMD Ryzen 7 2700","CPU","AMD","Ryzen 7","Cores: 8, TDP: 65W"
"AMD Ryzen 7 2700E","CPU","AMD","Ryzen 7","Cores: 8, TDP: 45W"
"AMD Ryzen 7 2700U","CPU","AMD","Ryzen 7","Cores: 4, TDP: 15W"
"AMD Ryzen 7 2700X","CPU","AMD","Ryzen 7","Cores: 8, TDP: 105W"
"AMD Ryzen 7 2800H","CPU","AMD","Ryzen 7","Cores: 4, TDP: 45W"
"AMD Ryzen 7 3700U","CPU","AMD","Ryzen 7","Cores: 4, TDP: 15W"
"AMD Ryzen 7 3700X","CPU","AMD","Ryzen 7","Cores: 8, TDP: 65W"
"AMD Ryzen 7 3750H","CPU","AMD","Ryzen 7","Cores: 4, TDP: 35W"
"AMD Ryzen 7 3780U","CPU","AMD","Ryzen 7","Cores: 4, TDP: 15W"
"AMD Ryzen 7 3800X","CPU","AMD","Ryzen 7","Cores: 8, TDP: 105W"
"AMD Ryzen 7 3800XT","CPU","AMD","Ryzen 7","Cores: 8, TDP: 105W"
"AMD Ryzen 7 4700G","CPU","AMD","Ryzen 7","Cores: 8, TDP: 65W"
"AMD Ryzen 7 4700GE","CPU","AMD","Ryzen 7","Cores: 8, TDP: 35W"
"AMD Ryzen 7 4700U","CPU","AMD","Ryzen 7","Cores: 8, TDP: 15W"
"AMD Ryzen 7 4800H","CPU","AMD","Ryzen 7","Cores: 8, TDP: 45W"
"AMD Ryzen 7 4800HS","CPU","AMD","Ryzen 7","Cores: 8, TDP: 45W"
"AMD Ryzen 7 4800U","CPU","AMD","Ryzen 7","Cores: 8, TDP: 15W"
"AMD Ryzen 7 5700G","CPU","AMD","Ryzen 7","Cores: 8, TDP: 65W"
"AMD Ryzen 7 5700GE","CPU","AMD","Ryzen 7","Cores: 8, TDP: 35W"
"AMD Ryzen 7 5700U","CPU","AMD","Ryzen 7","Cores: 8, TDP: 15W"
"AMD Ryzen 7 5800","CPU","AMD","Ryzen 7","Cores: 8, TDP: 65W"
"AMD Ryzen 7 5800H","CPU","AMD","Ryzen 7","Cores: 8, TDP: 45W"
"AMD Ryzen 7 5800HS","CPU","AMD","Ryzen 7","Cores: 8, TDP: 35W"
"AMD Ryzen 7 5800HS Creator Edition","CPU","AMD","Ryzen 7","Cores: 8, TDP: NAW"
"AMD Ryzen 7 5800U","CPU","AMD","Ryzen 7","Cores: 8, TDP: 15W"
"AMD Ryzen 7 5800X","CPU","AMD","Ryzen 7","Cores: 8, TDP: 105W"
"AMD Ryzen 7 Extreme Edition","CPU","AMD","Ryzen 7","Cores: 8, TDP: NAW"
"AMD Ryzen 7 PRO 1700","CPU","AMD","Ryzen 7","Cores: 8, TDP: 65W"
"AMD Ryzen 7 PRO 1700X","CPU","AMD","Ryzen 7","Cores: 8, TDP: 95W"
"AMD Ryzen 7 PRO 2700","CPU","AMD","Ryzen 7","Cores: 8, TDP: 65W"
"AMD Ryzen 7 PRO 2700U","CPU","AMD","Ryzen 7","Cores: 4, TDP: 15W"
"AMD Ryzen 7 PRO 2700X","CPU","AMD","Ryzen 7","Cores: 8, TDP: 105W"
"AMD Ryzen 7 PRO 3700","CPU","AMD","Ryzen 7","Cores: 8, TDP: 65W"
"AMD Ryzen 7 PRO 3700U","CPU","AMD","Ryzen 7","Cores: 4, TDP: 15W"
"AMD Ryzen 7 PRO 4700G","CPU","AMD","Ryzen 7","Cores: 8, TDP: 65W"
"AMD Ryzen 7 PRO 4750G","CPU","AMD","Ryzen 7","Cores: 8, TDP: 65W"
"AMD Ryzen 7 PRO 4750GE","CPU","AMD","Ryzen 7","Cores: 8, TDP: 35W"
"AMD Ryzen 7 PRO 4750U","CPU","AMD","Ryzen 7","Cores: 8, TDP: 15W"
"AMD Ryzen 7 PRO 5750G","CPU","AMD","Ryzen 7","Cores: 8, TDP: 65W"
"AMD Ryzen 7 PRO 5750GE","CPU","AMD","Ryzen 7","Cores: 8, TDP: 35W"
"AMD Ryzen 7 PRO 5850U","CPU","AMD","Ryzen 7","Cores: 8, TDP: 15W"
"AMD Ryzen 9 3900","CPU","AMD","Ryzen 9","Cores: 12, TDP: 65W"
"AMD Ryzen 9 3900X","CPU","AMD","Ryzen 9","Cores: 12, TDP: 105W"
"AMD Ryzen 9 3900XT","CPU","AMD","Ryzen 9","Cores: 12, TDP: 105W"
"AMD Ryzen 9 3950X","CPU","AMD","Ryzen 9","Cores: 16, TDP: 105W"
"AMD Ryzen 9 4900H","CPU","AMD","Ryzen 9","Cores: 8, TDP: 45W"
"AMD Ryzen 9 4900HS","CPU","AMD","Ryzen 9","Cores: 8, TDP: 35W"
"AMD Ryzen 9 5900","CPU","AMD","Ryzen 9","Cores: 12, TDP: 65W"
"AMD Ryzen 9 5900HS","CPU","AMD","Ryzen 9","Cores: 8, TDP: 35W"
"AMD Ryzen 9 5900HX","CPU","AMD","Ryzen 9","Cores: 8, TDP: 45W"
"AMD Ryzen 9 5900X","CPU","AMD","Ryzen 9","Cores: 12, TDP: 105W"
"AMD Ryzen 9 5950X","CPU","AMD","Ryzen 9","Cores: 16, TDP: 105W"
"AMD Ryzen 9 5980HS","CPU","AMD","Ryzen 9","Cores: 8, TDP: 35W"
"AMD Ryzen 9 5980HX","CPU","AMD","Ryzen 9","Cores: 8, TDP: 45W"
"AMD Ryzen 9 PRO 3900","CPU","AMD","Ryzen 9","Cores: 12, TDP: 65W"
"AMD Ryzen Embedded R1305G","CPU","AMD","Ryzen Embedded","Cores: 2, TDP: 8W"
"AMD Ryzen Embedded R1505G","CPU","AMD","Ryzen Embedded","Cores: 2, TDP: 15W"
"AMD Ryzen Embedded R1606G","CPU","AMD","Ryzen Embedded","Cores: 2, TDP: 15W"
"AMD Ryzen Embedded V1202B","CPU","AMD","Ryzen Embedded","Cores: 2, TDP: 15W"
"AMD Ryzen Embedded V1404I","CPU","AMD","Ryzen Embedded","Cores: 4, TDP: 15W"
"AMD Ryzen Embedded V1500B","CPU","AMD","Ryzen Embedded","Cores: 4, TDP: 16W"
"AMD Ryzen Embedded V1500B Quad-core @ 2.20GHz","CPU","AMD","Ryzen Embedded","Cores: 4, TDP: NAW"
"AMD Ryzen Embedded V1605B","CPU","AMD","Ryzen Embedded","Cores: 4, TDP: 15W"
"AMD Ryzen Embedded V1756B","CPU","AMD","Ryzen Embedded","Cores: 4, TDP: 45W"
"AMD Ryzen Embedded V1807B","CPU","AMD","Ryzen Embedded","Cores: 4, TDP: 45W"
"AMD Ryzen Embedded V2718","CPU","AMD","Ryzen Embedded","Cores: 8, TDP: 15W"
"AMD Ryzen Embedded V2748","CPU","AMD","Ryzen Embedded","Cores: 8, TDP: 54W"
"AMD Ryzen Threadripper 1900X","CPU","AMD","Ryzen Threadripper","Cores: 8, TDP: 180W"
"AMD Ryzen Threadripper 1920","CPU","AMD","Ryzen Threadripper","Cores: 12, TDP: 140W"
"AMD Ryzen Threadripper 1920X","CPU","AMD","Ryzen Threadripper","Cores: 12, TDP: 180W"
"AMD Ryzen Threadripper 1950X","CPU","AMD","Ryzen Threadripper","Cores: 16, TDP: 180W"
"AMD Ryzen Threadripper 2920X","CPU","AMD","Ryzen Threadripper","Cores: 12, TDP: 180W"
"AMD Ryzen Threadripper 2950X","CPU","AMD","Ryzen Threadripper","Cores: 16, TDP: 180W"
"AMD Ryzen Threadripper 2970WX","CPU","AMD","Ryzen Threadripper","Cores: 24, TDP: 250W"
"AMD Ryzen Threadripper 2990WX","CPU","AMD","Ryzen Threadripper","Cores: 32, TDP: 250W"
"AMD Ryzen Threadripper 2990X","CPU","AMD","Ryzen Threadripper","Cores: 32, TDP: 250W"
"AMD Ryzen Threadripper 3960X","CPU","AMD","Ryzen Threadripper","Cores: 24, TDP: 280W"
"AMD Ryzen Threadripper 3970X","CPU","AMD","Ryzen Threadripper","Cores: 32, TDP: 280W"
"AMD Ryzen Threadripper 3990X","CPU","AMD","Ryzen Threadripper","Cores: 64, TDP: 280W"
"AMD Ryzen Threadripper PRO 3945WX","CPU","AMD","Ryzen Threadripper","Cores: 12, TDP: 280W"
"AMD Ryzen Threadripper PRO 3955WX","CPU","AMD","Ryzen Threadripper","Cores: 16, TDP: 280W"
"AMD Ryzen Threadripper PRO 3975WX","CPU","AMD","Ryzen Threadripper","Cores: 32, TDP: 280W"
"AMD Ryzen Threadripper PRO 3995WX","CPU","AMD","Ryzen Threadripper","Cores: 64, TDP: 280W"
"AMD Sempron 130","CPU","AMD","Sempron 130","Cores: 1, TDP: 45W"
"AMD Sempron 140","CPU","AMD","Sempron 140","Cores: 1, TDP: 45W"
"AMD Sempron 145","CPU","AMD","Sempron 145","Cores: 1, TDP: 45W"
"AMD Sempron 150","CPU","AMD","Sempron 150","Cores: 1, TDP: 45W"
"AMD Sempron 210U","CPU","AMD","Sempron 210U","Cores: 1, TDP: 15W"
"AMD Sempron 2200+","CPU","AMD","Sempron 2200+","Cores: 1, TDP: NAW"
"AMD Sempron 2300+","CPU","AMD","Sempron 2300+","Cores: 1, TDP: NAW"
"AMD Sempron 240","CPU","AMD","Sempron 240","Cores: 2, TDP: 65W"
"AMD Sempron 2400+","CPU","AMD","Sempron 2400+","Cores: 1, TDP: NAW"
"AMD Sempron 2500+","CPU","AMD","Sempron 2500+","Cores: 1, TDP: NAW"
"AMD Sempron 2600+","CPU","AMD","Sempron 2600+","Cores: 1, TDP: NAW"
"AMD Sempron 2650 APU","CPU","AMD","Sempron 2650","Cores: 2, TDP: 25W"
"AMD Sempron 2800+","CPU","AMD","Sempron 2800+","Cores: 1, TDP: 62W"
"AMD Sempron 3000+","CPU","AMD","Sempron 3000+","Cores: 1, TDP: 62W"
"AMD Sempron 3100+","CPU","AMD","Sempron 3100+","Cores: 1, TDP: 62W"
"AMD Sempron 3200+","CPU","AMD","Sempron 3200+","Cores: 1, TDP: 62W"
"AMD Sempron 3300+","CPU","AMD","Sempron 3300+","Cores: 1, TDP: 62W"
"AMD Sempron 3400+","CPU","AMD","Sempron 3400+","Cores: 1, TDP: 62W"
"AMD Sempron 3500+","CPU","AMD","Sempron 3500+","Cores: 1, TDP: 62W"
"AMD Sempron 3600+","CPU","AMD","Sempron 3600+","Cores: 1, TDP: 62W"
"AMD Sempron 3800+","CPU","AMD","Sempron 3800+","Cores: 1, TDP: 62W"
"AMD Sempron 3850 APU","CPU","AMD","Sempron 3850","Cores: 4, TDP: 25W"
"AMD Sempron Dual Core 2100","CPU","AMD","Sempron Dual","Cores: 2, TDP: 65W"
"AMD Sempron Dual Core 2200","CPU","AMD","Sempron Dual","Cores: 2, TDP: 65W"
"AMD Sempron Dual Core 2300","CPU","AMD","Sempron Dual","Cores: 2, TDP: 65W"
"AMD Sempron LE-1100","CPU","AMD","Sempron LE-1100","Cores: 1, TDP: 45W"
"AMD Sempron LE-1150","CPU","AMD","Sempron LE-1150","Cores: 1, TDP: 45W"
"AMD Sempron LE-1200","CPU","AMD","Sempron LE-1200","Cores: 1, TDP: 45W"
"AMD Sempron LE-1250","CPU","AMD","Sempron LE-1250","Cores: 1, TDP: 45W"
"AMD Sempron LE-1300","CPU","AMD","Sempron LE-1300","Cores: 1, TDP: 45W"
"AMD Sempron M100","CPU","AMD","Sempron M100","Cores: 1, TDP: NAW"
"AMD Sempron M120","CPU","AMD","Sempron M120","Cores: 1, TDP: 25W"
"AMD Sempron SI-40","CPU","AMD","Sempron SI-40","Cores: 1, TDP: 25W"
"AMD Sempron SI-42","CPU","AMD","Sempron SI-42","Cores: 1, TDP: 25W"
"AMD Sempron X2 180","CPU","AMD","Sempron X2","Cores: 2, TDP: 45W"
"AMD Sempron X2 190","CPU","AMD","Sempron X2","Cores: 2, TDP: 45W"
"AMD Sempron X2 198 Dual-Core","CPU","AMD","Sempron X2","Cores: 2, TDP: 65W"
"AMD Turion 64 Mobile MK-36","CPU","AMD","Turion 64","Cores: 1, TDP: 31W"
"AMD Turion 64 Mobile MK-38","CPU","AMD","Turion 64","Cores: 1, TDP: 31W"
"AMD Turion 64 Mobile ML-28","CPU","AMD","Turion 64","Cores: 1, TDP: 25W"
"AMD Turion 64 Mobile ML-30","CPU","AMD","Turion 64","Cores: 1, TDP: 35W"
"AMD Turion 64 Mobile ML-32","CPU","AMD","Turion 64","Cores: 1, TDP: 35W"
"AMD Turion 64 Mobile ML-34","CPU","AMD","Turion 64","Cores: 1, TDP: 35W"
"AMD Turion 64 Mobile ML-37","CPU","AMD","Turion 64","Cores: 1, TDP: 35W"
"AMD Turion 64 Mobile ML-40","CPU","AMD","Turion 64","Cores: 1, TDP: 35W"
"AMD Turion 64 Mobile ML-42","CPU","AMD","Turion 64","Cores: 1, TDP: 35W"
"AMD Turion 64 Mobile ML-44","CPU","AMD","Turion 64","Cores: 1, TDP: 35W"
"AMD Turion 64 Mobile MT-30","CPU","AMD","Turion 64","Cores: 1, TDP: 25W"
"AMD Turion 64 Mobile MT-32","CPU","AMD","Turion 64","Cores: 1, TDP: 24W"
"AMD Turion 64 Mobile MT-34","CPU","AMD","Turion 64","Cores: 1, TDP: 24W"
"AMD Turion 64 Mobile MT-37","CPU","AMD","Turion 64","Cores: 1, TDP: 25W"
"AMD Turion 64 X2 Mobile TL-50","CPU","AMD","Turion 64","Cores: 2, TDP: 31W"
"AMD Turion 64 X2 Mobile TL-52","CPU","AMD","Turion 64","Cores: 2, TDP: 31W"
"AMD Turion 64 X2 Mobile TL-56","CPU","AMD","Turion 64","Cores: 2, TDP: 31W"
"AMD Turion 64 X2 Mobile TL-58","CPU","AMD","Turion 64","Cores: 2, TDP: 31W"
"AMD Turion 64 X2 Mobile TL-60","CPU","AMD","Turion 64","Cores: 2, TDP: 31W"
"AMD Turion 64 X2 Mobile TL-62","CPU","AMD","Turion 64","Cores: 2, TDP: 35W"
"AMD Turion 64 X2 Mobile TL-64","CPU","AMD","Turion 64","Cores: 2, TDP: 35W"
"AMD Turion 64 X2 Mobile TL-66","CPU","AMD","Turion 64","Cores: 2, TDP: 35W"
