"name","type","brand","model","specs"
"GeForce 9600M GT / GeForce GT 220M","GPU","GEFORCE","GeForce 9600M GT / GeForce GT 220M","Memory: Unknown"
"GeForce 9650M GS","GPU","GEFORCE","GeForce 9650M GS","Memory: Unknown"
"GeForce 9650M GT","GPU","GEFORCE","GeForce 9650M GT","Memory: Unknown"
"GeForce 9700M GT","GPU","GEFORCE","GeForce 9700M GT","Memory: Unknown"
"GeForce 9700M GTS","GPU","GEFORCE","GeForce 9700M GTS","Memory: Unknown"
"GeForce 9800 GT","GPU","GEFORCE","GeForce 9800 GT","Memory: Unknown"
"GeForce 9800 GT 1024MB","GPU","GEFORCE","GeForce 9800 GT 1024MB","Memory: 1024MB"
"GeForce 9800 GTX","GPU","GEFORCE","GeForce 9800 GTX","Memory: Unknown"
"GeForce 9800 GTX+","GPU","GEFORCE","GeForce 9800 GTX+","Memory: Unknown"
"GeForce 9800 GTX/9800 GTX+","GPU","GEFORCE","GeForce 9800 GTX/9800 GTX+","Memory: Unknown"
"GeForce 9800 GX2","GPU","GEFORCE","GeForce 9800 GX2","Memory: Unknown"
"GeForce 9800 S","GPU","GEFORCE","GeForce 9800 S","Memory: Unknown"
"GeForce 9800M GS","GPU","GEFORCE","GeForce 9800M GS","Memory: Unknown"
"GeForce 9800M GT","GPU","GEFORCE","GeForce 9800M GT","Memory: Unknown"
"GeForce 9800M GTS","GPU","GEFORCE","GeForce 9800M GTS","Memory: Unknown"
"GeForce 9800M GTX","GPU","GEFORCE","GeForce 9800M GTX","Memory: Unknown"
"GeForce 999 GTX","GPU","GEFORCE","GeForce 999 GTX","Memory: Unknown"
"GeForce FX 5100","GPU","GEFORCE","GeForce FX 5100","Memory: Unknown"
"GeForce FX 5200","GPU","GEFORCE","GeForce FX 5200","Memory: Unknown"
"GeForce FX 5200 Ultra","GPU","GEFORCE","GeForce FX 5200 Ultra","Memory: Unknown"
"GeForce FX 5200LE","GPU","GEFORCE","GeForce FX 5200LE","Memory: Unknown"
"GeForce FX 5200SE","GPU","GEFORCE","GeForce FX 5200SE","Memory: Unknown"
"GeForce FX 5500","GPU","GEFORCE","GeForce FX 5500","Memory: Unknown"
"GeForce FX 5600","GPU","GEFORCE","GeForce FX 5600","Memory: Unknown"
"GeForce FX 5600 Ultra","GPU","GEFORCE","GeForce FX 5600 Ultra","Memory: Unknown"
"GeForce FX 5600XT","GPU","GEFORCE","GeForce FX 5600XT","Memory: Unknown"
"GeForce FX 5700","GPU","GEFORCE","GeForce FX 5700","Memory: Unknown"
"GeForce FX 5700 Ultra","GPU","GEFORCE","GeForce FX 5700 Ultra","Memory: Unknown"
"GeForce FX 5700LE","GPU","GEFORCE","GeForce FX 5700LE","Memory: Unknown"
"GeForce FX 5700VE","GPU","GEFORCE","GeForce FX 5700VE","Memory: Unknown"
"GeForce FX 5900","GPU","GEFORCE","GeForce FX 5900","Memory: Unknown"
"GeForce FX 5900 Ultra","GPU","GEFORCE","GeForce FX 5900 Ultra","Memory: Unknown"
"GeForce FX 5900XT","GPU","GEFORCE","GeForce FX 5900XT","Memory: Unknown"
"GeForce FX 5900ZT","GPU","GEFORCE","GeForce FX 5900ZT","Memory: Unknown"
"GeForce FX 5950 Ultra","GPU","GEFORCE","GeForce FX 5950 Ultra","Memory: Unknown"
"GeForce FX Go 5200","GPU","GEFORCE","GeForce FX Go 5200","Memory: Unknown"
"GeForce FX Go 5600","GPU","GEFORCE","GeForce FX Go 5600","Memory: Unknown"
"GeForce FX Go5300","GPU","GEFORCE","GeForce FX Go5300","Memory: Unknown"
"GeForce FX Go5650","GPU","GEFORCE","GeForce FX Go5650","Memory: Unknown"
"GeForce FX Go5700","GPU","GEFORCE","GeForce FX Go5700","Memory: Unknown"
"GeForce G 103M","GPU","GEFORCE","GeForce G 103M","Memory: Unknown"
"GeForce G 105M","GPU","GEFORCE","GeForce G 105M","Memory: Unknown"
"GeForce G100","GPU","GEFORCE","GeForce G100","Memory: Unknown"
"GeForce G102M","GPU","GEFORCE","GeForce G102M","Memory: Unknown"
"GeForce G105M","GPU","GEFORCE","GeForce G105M","Memory: Unknown"
"GeForce G200","GPU","GEFORCE","GeForce G200","Memory: Unknown"
"GeForce G205M","GPU","GEFORCE","GeForce G205M","Memory: Unknown"
"GeForce G210","GPU","GEFORCE","GeForce G210","Memory: Unknown"
"GeForce G210M","GPU","GEFORCE","GeForce G210M","Memory: Unknown"
"GeForce Go 6100","GPU","GEFORCE","GeForce Go 6100","Memory: Unknown"
"GeForce Go 6150","GPU","GEFORCE","GeForce Go 6150","Memory: Unknown"
"GeForce Go 6200","GPU","GEFORCE","GeForce Go 6200","Memory: Unknown"
"GeForce Go 6400","GPU","GEFORCE","GeForce Go 6400","Memory: Unknown"
"GeForce Go 6600","GPU","GEFORCE","GeForce Go 6600","Memory: Unknown"
"GeForce Go 6600 TE/6200 TE","GPU","GEFORCE","GeForce Go 6600 TE/6200 TE","Memory: Unknown"
"GeForce Go 6800","GPU","GEFORCE","GeForce Go 6800","Memory: Unknown"
"GeForce Go 6800 Ultra","GPU","GEFORCE","GeForce Go 6800 Ultra","Memory: Unknown"
"GeForce Go 7200","GPU","GEFORCE","GeForce Go 7200","Memory: Unknown"
"GeForce Go 7300","GPU","GEFORCE","GeForce Go 7300","Memory: Unknown"
"GeForce Go 7400","GPU","GEFORCE","GeForce Go 7400","Memory: Unknown"
"GeForce Go 7600","GPU","GEFORCE","GeForce Go 7600","Memory: Unknown"
"GeForce Go 7600 GT","GPU","GEFORCE","GeForce Go 7600 GT","Memory: Unknown"
"GeForce Go 7700","GPU","GEFORCE","GeForce Go 7700","Memory: Unknown"
"GeForce Go 7800","GPU","GEFORCE","GeForce Go 7800","Memory: Unknown"
"GeForce Go 7800 GTX","GPU","GEFORCE","GeForce Go 7800 GTX","Memory: Unknown"
"GeForce Go 7900 GS","GPU","GEFORCE","GeForce Go 7900 GS","Memory: Unknown"
"GeForce Go 7900 GTX","GPU","GEFORCE","GeForce Go 7900 GTX","Memory: Unknown"
"GeForce Go 7950 GTX","GPU","GEFORCE","GeForce Go 7950 GTX","Memory: Unknown"
"GeForce GPU","GPU","GEFORCE","GeForce GPU","Memory: Unknown"
"GeForce GT 1030","GPU","GEFORCE","GeForce GT 1030","Memory: Unknown"
"GeForce GT 120","GPU","GEFORCE","GeForce GT 120","Memory: Unknown"
"GeForce GT 120 / 9500 GT","GPU","GEFORCE","GeForce GT 120 / 9500 GT","Memory: Unknown"
"GeForce GT 120M","GPU","GEFORCE","GeForce GT 120M","Memory: Unknown"
"GeForce GT 130","GPU","GEFORCE","GeForce GT 130","Memory: Unknown"
"GeForce GT 130M","GPU","GEFORCE","GeForce GT 130M","Memory: Unknown"
"GeForce GT 140","GPU","GEFORCE","GeForce GT 140","Memory: Unknown"
"GeForce GT 220","GPU","GEFORCE","GeForce GT 220","Memory: Unknown"
"GeForce GT 220M","GPU","GEFORCE","GeForce GT 220M","Memory: Unknown"
"GeForce GT 230","GPU","GEFORCE","GeForce GT 230","Memory: Unknown"
"GeForce GT 230M","GPU","GEFORCE","GeForce GT 230M","Memory: Unknown"
"GeForce GT 240","GPU","GEFORCE","GeForce GT 240","Memory: Unknown"
"GeForce GT 240M","GPU","GEFORCE","GeForce GT 240M","Memory: Unknown"
"GeForce GT 320","GPU","GEFORCE","GeForce GT 320","Memory: Unknown"
"GeForce GT 320M","GPU","GEFORCE","GeForce GT 320M","Memory: Unknown"
"GeForce GT 325M","GPU","GEFORCE","GeForce GT 325M","Memory: Unknown"
"GeForce GT 330","GPU","GEFORCE","GeForce GT 330","Memory: Unknown"
"GeForce GT 330M","GPU","GEFORCE","GeForce GT 330M","Memory: Unknown"
"GeForce GT 335M","GPU","GEFORCE","GeForce GT 335M","Memory: Unknown"
"GeForce GT 340","GPU","GEFORCE","GeForce GT 340","Memory: Unknown"
"GeForce GT 415","GPU","GEFORCE","GeForce GT 415","Memory: Unknown"
"GeForce GT 415M","GPU","GEFORCE","GeForce GT 415M","Memory: Unknown"
"GeForce GT 420","GPU","GEFORCE","GeForce GT 420","Memory: Unknown"
"GeForce GT 420M","GPU","GEFORCE","GeForce GT 420M","Memory: Unknown"
"GeForce GT 425M","GPU","GEFORCE","GeForce GT 425M","Memory: Unknown"
"GeForce GT 430","GPU","GEFORCE","GeForce GT 430","Memory: Unknown"
"GeForce GT 435M","GPU","GEFORCE","GeForce GT 435M","Memory: Unknown"
"GeForce GT 440","GPU","GEFORCE","GeForce GT 440","Memory: Unknown"
"GeForce GT 445M","GPU","GEFORCE","GeForce GT 445M","Memory: Unknown"
"GeForce GT 520","GPU","GEFORCE","GeForce GT 520","Memory: Unknown"
"GeForce GT 520M","GPU","GEFORCE","GeForce GT 520M","Memory: Unknown"
"GeForce GT 520MX","GPU","GEFORCE","GeForce GT 520MX","Memory: Unknown"
"GeForce GT 525M","GPU","GEFORCE","GeForce GT 525M","Memory: Unknown"
"GeForce GT 530","GPU","GEFORCE","GeForce GT 530","Memory: Unknown"
"GeForce GT 540M","GPU","GEFORCE","GeForce GT 540M","Memory: Unknown"
"GeForce GT 545","GPU","GEFORCE","GeForce GT 545","Memory: Unknown"
"GeForce GT 550M","GPU","GEFORCE","GeForce GT 550M","Memory: Unknown"
"GeForce GT 555M","GPU","GEFORCE","GeForce GT 555M","Memory: Unknown"
"GeForce GT 610","GPU","GEFORCE","GeForce GT 610","Memory: Unknown"
"GeForce GT 610M / GT 620M / GT 710M / GT 720M / GT","GPU","GEFORCE","GeForce GT 610M / GT 620M / GT 710M / GT 720M / GT","Memory: Unknown"
"GeForce GT 620","GPU","GEFORCE","GeForce GT 620","Memory: Unknown"
"GeForce GT 620M","GPU","GEFORCE","GeForce GT 620M","Memory: Unknown"
"GeForce GT 625","GPU","GEFORCE","GeForce GT 625","Memory: Unknown"
"GeForce GT 625M","GPU","GEFORCE","GeForce GT 625M","Memory: Unknown"
"GeForce GT 630","GPU","GEFORCE","GeForce GT 630","Memory: Unknown"
"GeForce GT 630M","GPU","GEFORCE","GeForce GT 630M","Memory: Unknown"
"GeForce GT 635","GPU","GEFORCE","GeForce GT 635","Memory: Unknown"
"GeForce GT 635M","GPU","GEFORCE","GeForce GT 635M","Memory: Unknown"
"GeForce GT 640","GPU","GEFORCE","GeForce GT 640","Memory: Unknown"
"GeForce GT 640M","GPU","GEFORCE","GeForce GT 640M","Memory: Unknown"
"GeForce GT 640M LE","GPU","GEFORCE","GeForce GT 640M LE","Memory: Unknown"
"GeForce GT 645","GPU","GEFORCE","GeForce GT 645","Memory: Unknown"
"GeForce GT 645M","GPU","GEFORCE","GeForce GT 645M","Memory: Unknown"
"GeForce GT 650M","GPU","GEFORCE","GeForce GT 650M","Memory: Unknown"
"GeForce GT 705","GPU","GEFORCE","GeForce GT 705","Memory: Unknown"
"GeForce GT 710","GPU","GEFORCE","GeForce GT 710","Memory: Unknown"
"GeForce GT 710M","GPU","GEFORCE","GeForce GT 710M","Memory: Unknown"
"GeForce GT 720","GPU","GEFORCE","GeForce GT 720","Memory: Unknown"
"GeForce GT 720A","GPU","GEFORCE","GeForce GT 720A","Memory: Unknown"
"GeForce GT 720M","GPU","GEFORCE","GeForce GT 720M","Memory: Unknown"
"GeForce GT 730","GPU","GEFORCE","GeForce GT 730","Memory: Unknown"
"GeForce GT 730A","GPU","GEFORCE","GeForce GT 730A","Memory: Unknown"
"GeForce GT 730M","GPU","GEFORCE","GeForce GT 730M","Memory: Unknown"
"GeForce GT 735M","GPU","GEFORCE","GeForce GT 735M","Memory: Unknown"
"GeForce GT 740","GPU","GEFORCE","GeForce GT 740","Memory: Unknown"
"GeForce GT 740A","GPU","GEFORCE","GeForce GT 740A","Memory: Unknown"
"GeForce GT 740M","GPU","GEFORCE","GeForce GT 740M","Memory: Unknown"
"GeForce GT 745A","GPU","GEFORCE","GeForce GT 745A","Memory: Unknown"
"GeForce GT 745M","GPU","GEFORCE","GeForce GT 745M","Memory: Unknown"
"GeForce GT 750M","GPU","GEFORCE","GeForce GT 750M","Memory: Unknown"
"GeForce GT 755M","GPU","GEFORCE","GeForce GT 755M","Memory: Unknown"
"GeForce GT 820M","GPU","GEFORCE","GeForce GT 820M","Memory: Unknown"
"GeForce GT625M","GPU","GEFORCE","GeForce GT625M","Memory: Unknown"
"GeForce GTS 150M","GPU","GEFORCE","GeForce GTS 150M","Memory: Unknown"
"GeForce GTS 160M","GPU","GEFORCE","GeForce GTS 160M","Memory: Unknown"
"GeForce GTS 240","GPU","GEFORCE","GeForce GTS 240","Memory: Unknown"
"GeForce GTS 250","GPU","GEFORCE","GeForce GTS 250","Memory: Unknown"
"GeForce GTS 250M","GPU","GEFORCE","GeForce GTS 250M","Memory: Unknown"
"GeForce GTS 350M","GPU","GEFORCE","GeForce GTS 350M","Memory: Unknown"
"GeForce GTS 360M","GPU","GEFORCE","GeForce GTS 360M","Memory: Unknown"
"GeForce GTS 450","GPU","GEFORCE","GeForce GTS 450","Memory: Unknown"
"GeForce GTX 1050","GPU","GEFORCE","GeForce GTX 1050","Memory: Unknown"
"GeForce GTX 1050 (Mobile)","GPU","GEFORCE","GeForce GTX 1050 (Mobile)","Memory: Unknown"
"GeForce GTX 1050 Ti","GPU","GEFORCE","GeForce GTX 1050 Ti","Memory: Unknown"
"GeForce GTX 1050 Ti (Mobile)","GPU","GEFORCE","GeForce GTX 1050 Ti (Mobile)","Memory: Unknown"
"GeForce GTX 1050 Ti with Max-Q Design","GPU","GEFORCE","GeForce GTX 1050 Ti with Max-Q Design","Memory: Unknown"
"GeForce GTX 1050 with Max-Q Design","GPU","GEFORCE","GeForce GTX 1050 with Max-Q Design","Memory: Unknown"
"GeForce GTX 1060","GPU","GEFORCE","GeForce GTX 1060","Memory: Unknown"
"GeForce GTX 1060 (Mobile)","GPU","GEFORCE","GeForce GTX 1060 (Mobile)","Memory: Unknown"
"GeForce GTX 1060 3GB","GPU","GEFORCE","GeForce GTX 1060 3GB","Memory: Unknown"
"GeForce GTX 1060 5GB","GPU","GEFORCE","GeForce GTX 1060 5GB","Memory: Unknown"
"GeForce GTX 1060 with Max-Q Design","GPU","GEFORCE","GeForce GTX 1060 with Max-Q Design","Memory: Unknown"
"GeForce GTX 1070","GPU","GEFORCE","GeForce GTX 1070","Memory: Unknown"
"GeForce GTX 1070 (Mobile)","GPU","GEFORCE","GeForce GTX 1070 (Mobile)","Memory: Unknown"
"GeForce GTX 1070 Ti","GPU","GEFORCE","GeForce GTX 1070 Ti","Memory: Unknown"
"GeForce GTX 1070 with Max-Q Design","GPU","GEFORCE","GeForce GTX 1070 with Max-Q Design","Memory: Unknown"
"GeForce GTX 1080","GPU","GEFORCE","GeForce GTX 1080","Memory: Unknown"
"GeForce GTX 1080 Ti","GPU","GEFORCE","GeForce GTX 1080 Ti","Memory: Unknown"
"GeForce GTX 1080 with Max-Q Design","GPU","GEFORCE","GeForce GTX 1080 with Max-Q Design","Memory: Unknown"
"GeForce GTX 1650","GPU","GEFORCE","GeForce GTX 1650","Memory: Unknown"
"GeForce GTX 1650 (Mobile)","GPU","GEFORCE","GeForce GTX 1650 (Mobile)","Memory: Unknown"
"GeForce GTX 1650 SUPER","GPU","GEFORCE","GeForce GTX 1650 SUPER","Memory: Unknown"
"GeForce GTX 1650 Ti","GPU","GEFORCE","GeForce GTX 1650 Ti","Memory: Unknown"
"GeForce GTX 1650 Ti with Max-Q Design","GPU","GEFORCE","GeForce GTX 1650 Ti with Max-Q Design","Memory: Unknown"
"GeForce GTX 1650 with Max-Q Design","GPU","GEFORCE","GeForce GTX 1650 with Max-Q Design","Memory: Unknown"
"GeForce GTX 1660","GPU","GEFORCE","GeForce GTX 1660","Memory: Unknown"
"GeForce GTX 1660 SUPER","GPU","GEFORCE","GeForce GTX 1660 SUPER","Memory: Unknown"
"GeForce GTX 1660 Ti","GPU","GEFORCE","GeForce GTX 1660 Ti","Memory: Unknown"
"GeForce GTX 1660 Ti (Mobile)","GPU","GEFORCE","GeForce GTX 1660 Ti (Mobile)","Memory: Unknown"
"GeForce GTX 1660 Ti with Max-Q Design","GPU","GEFORCE","GeForce GTX 1660 Ti with Max-Q Design","Memory: Unknown"
"GeForce GTX 260","GPU","GEFORCE","GeForce GTX 260","Memory: Unknown"
"GeForce GTX 260M","GPU","GEFORCE","GeForce GTX 260M","Memory: Unknown"
"GeForce GTX 275","GPU","GEFORCE","GeForce GTX 275","Memory: Unknown"
"GeForce GTX 280","GPU","GEFORCE","GeForce GTX 280","Memory: Unknown"
"GeForce GTX 280M","GPU","GEFORCE","GeForce GTX 280M","Memory: Unknown"
"GeForce GTX 285","GPU","GEFORCE","GeForce GTX 285","Memory: Unknown"
"GeForce GTX 285M","GPU","GEFORCE","GeForce GTX 285M","Memory: Unknown"
"GeForce GTX 295","GPU","GEFORCE","GeForce GTX 295","Memory: Unknown"
"GeForce GTX 460","GPU","GEFORCE","GeForce GTX 460","Memory: Unknown"
"GeForce GTX 460 SE","GPU","GEFORCE","GeForce GTX 460 SE","Memory: Unknown"
"GeForce GTX 460 v2","GPU","GEFORCE","GeForce GTX 460 v2","Memory: Unknown"
"GeForce GTX 460M","GPU","GEFORCE","GeForce GTX 460M","Memory: Unknown"
"GeForce GTX 465","GPU","GEFORCE","GeForce GTX 465","Memory: Unknown"
"GeForce GTX 470","GPU","GEFORCE","GeForce GTX 470","Memory: Unknown"
"GeForce GTX 470M","GPU","GEFORCE","GeForce GTX 470M","Memory: Unknown"
"GeForce GTX 480","GPU","GEFORCE","GeForce GTX 480","Memory: Unknown"
"GeForce GTX 480M","GPU","GEFORCE","GeForce GTX 480M","Memory: Unknown"
"GeForce GTX 485M","GPU","GEFORCE","GeForce GTX 485M","Memory: Unknown"
"GeForce GTX 550 Ti","GPU","GEFORCE","GeForce GTX 550 Ti","Memory: Unknown"
"GeForce GTX 555","GPU","GEFORCE","GeForce GTX 555","Memory: Unknown"
"GeForce GTX 560","GPU","GEFORCE","GeForce GTX 560","Memory: Unknown"
"GeForce GTX 560 SE","GPU","GEFORCE","GeForce GTX 560 SE","Memory: Unknown"
"GeForce GTX 560 Ti","GPU","GEFORCE","GeForce GTX 560 Ti","Memory: Unknown"
"GeForce GTX 560M","GPU","GEFORCE","GeForce GTX 560M","Memory: Unknown"
"GeForce GTX 570","GPU","GEFORCE","GeForce GTX 570","Memory: Unknown"
"GeForce GTX 570M","GPU","GEFORCE","GeForce GTX 570M","Memory: Unknown"
"GeForce GTX 580","GPU","GEFORCE","GeForce GTX 580","Memory: Unknown"
"GeForce GTX 580M","GPU","GEFORCE","GeForce GTX 580M","Memory: Unknown"
"GeForce GTX 590","GPU","GEFORCE","GeForce GTX 590","Memory: Unknown"
"GeForce GTX 645","GPU","GEFORCE","GeForce GTX 645","Memory: Unknown"
"GeForce GTX 650","GPU","GEFORCE","GeForce GTX 650","Memory: Unknown"
"GeForce GTX 650 Ti","GPU","GEFORCE","GeForce GTX 650 Ti","Memory: Unknown"
"GeForce GTX 650 Ti BOOST","GPU","GEFORCE","GeForce GTX 650 Ti BOOST","Memory: Unknown"
"GeForce GTX 660","GPU","GEFORCE","GeForce GTX 660","Memory: Unknown"
"GeForce GTX 660 Ti","GPU","GEFORCE","GeForce GTX 660 Ti","Memory: Unknown"
"GeForce GTX 660M","GPU","GEFORCE","GeForce GTX 660M","Memory: Unknown"
"GeForce GTX 670","GPU","GEFORCE","GeForce GTX 670","Memory: Unknown"
"GeForce GTX 670M","GPU","GEFORCE","GeForce GTX 670M","Memory: Unknown"
"GeForce GTX 670MX","GPU","GEFORCE","GeForce GTX 670MX","Memory: Unknown"
"GeForce GTX 675M","GPU","GEFORCE","GeForce GTX 675M","Memory: Unknown"
"GeForce GTX 675MX","GPU","GEFORCE","GeForce GTX 675MX","Memory: Unknown"
"GeForce GTX 680","GPU","GEFORCE","GeForce GTX 680","Memory: Unknown"
"GeForce GTX 680M","GPU","GEFORCE","GeForce GTX 680M","Memory: Unknown"
"GeForce GTX 680M KY_Bullet Edition","GPU","GEFORCE","GeForce GTX 680M KY_Bullet Edition","Memory: Unknown"
"GeForce GTX 680MX","GPU","GEFORCE","GeForce GTX 680MX","Memory: Unknown"
"GeForce GTX 690","GPU","GEFORCE","GeForce GTX 690","Memory: Unknown"
"GeForce GTX 745","GPU","GEFORCE","GeForce GTX 745","Memory: Unknown"
"GeForce GTX 750","GPU","GEFORCE","GeForce GTX 750","Memory: Unknown"
"GeForce GTX 750 Ti","GPU","GEFORCE","GeForce GTX 750 Ti","Memory: Unknown"
"GeForce GTX 760","GPU","GEFORCE","GeForce GTX 760","Memory: Unknown"
"GeForce GTX 760 Ti","GPU","GEFORCE","GeForce GTX 760 Ti","Memory: Unknown"
"GeForce GTX 760 Ti OEM","GPU","GEFORCE","GeForce GTX 760 Ti OEM","Memory: Unknown"
"GeForce GTX 760A","GPU","GEFORCE","GeForce GTX 760A","Memory: Unknown"
"GeForce GTX 760M","GPU","GEFORCE","GeForce GTX 760M","Memory: Unknown"
"GeForce GTX 765M","GPU","GEFORCE","GeForce GTX 765M","Memory: Unknown"
"GeForce GTX 770","GPU","GEFORCE","GeForce GTX 770","Memory: Unknown"
"GeForce GTX 770M","GPU","GEFORCE","GeForce GTX 770M","Memory: Unknown"
"GeForce GTX 775M","GPU","GEFORCE","GeForce GTX 775M","Memory: Unknown"
"GeForce GTX 780","GPU","GEFORCE","GeForce GTX 780","Memory: Unknown"
"GeForce GTX 780 Ti","GPU","GEFORCE","GeForce GTX 780 Ti","Memory: Unknown"
"GeForce GTX 780M","GPU","GEFORCE","GeForce GTX 780M","Memory: Unknown"
"GeForce GTX 850A","GPU","GEFORCE","GeForce GTX 850A","Memory: Unknown"
"GeForce GTX 850M","GPU","GEFORCE","GeForce GTX 850M","Memory: Unknown"
"GeForce GTX 850M - MODDED","GPU","GEFORCE","GeForce GTX 850M - MODDED","Memory: Unknown"
"GeForce GTX 860M","GPU","GEFORCE","GeForce GTX 860M","Memory: Unknown"
"GeForce GTX 870M","GPU","GEFORCE","GeForce GTX 870M","Memory: Unknown"
"GeForce GTX 880M","GPU","GEFORCE","GeForce GTX 880M","Memory: Unknown"
"GeForce GTX 950","GPU","GEFORCE","GeForce GTX 950","Memory: Unknown"
"GeForce GTX 950A","GPU","GEFORCE","GeForce GTX 950A","Memory: Unknown"
"GeForce GTX 950M","GPU","GEFORCE","GeForce GTX 950M","Memory: Unknown"
"GeForce GTX 960","GPU","GEFORCE","GeForce GTX 960","Memory: Unknown"
"GeForce GTX 960A","GPU","GEFORCE","GeForce GTX 960A","Memory: Unknown"
"GeForce GTX 960M","GPU","GEFORCE","GeForce GTX 960M","Memory: Unknown"
"GeForce GTX 965M","GPU","GEFORCE","GeForce GTX 965M","Memory: Unknown"
"GeForce GTX 970","GPU","GEFORCE","GeForce GTX 970","Memory: Unknown"
"GeForce GTX 970M","GPU","GEFORCE","GeForce GTX 970M","Memory: Unknown"
"GeForce GTX 970XM FORCE","GPU","GEFORCE","GeForce GTX 970XM FORCE","Memory: Unknown"
"GeForce GTX 980","GPU","GEFORCE","GeForce GTX 980","Memory: Unknown"
"GeForce GTX 980 Ti","GPU","GEFORCE","GeForce GTX 980 Ti","Memory: Unknown"
"GeForce GTX 980M","GPU","GEFORCE","GeForce GTX 980M","Memory: Unknown"
"GeForce GTX Titan","GPU","GEFORCE","GeForce GTX Titan","Memory: Unknown"
"GeForce GTX TITAN Black","GPU","GEFORCE","GeForce GTX TITAN Black","Memory: Unknown"
"GeForce GTX TITAN X","GPU","GEFORCE","GeForce GTX TITAN X","Memory: Unknown"
"GeForce GTX TITAN Z","GPU","GEFORCE","GeForce GTX TITAN Z","Memory: Unknown"
"GeForce MX110","GPU","GEFORCE","GeForce MX110","Memory: Unknown"
"GeForce MX130","GPU","GEFORCE","GeForce MX130","Memory: Unknown"
"GeForce MX150","GPU","GEFORCE","GeForce MX150","Memory: Unknown"
"GeForce MX230","GPU","GEFORCE","GeForce MX230","Memory: Unknown"
"GeForce MX250","GPU","GEFORCE","GeForce MX250","Memory: Unknown"
"GeForce MX330","GPU","GEFORCE","GeForce MX330","Memory: Unknown"
"GeForce MX350","GPU","GEFORCE","GeForce MX350","Memory: Unknown"
"GeForce MX450","GPU","GEFORCE","GeForce MX450","Memory: Unknown"
"GeForce PCX 5300","GPU","GEFORCE","GeForce PCX 5300","Memory: Unknown"
"GeForce PCX 5750","GPU","GEFORCE","GeForce PCX 5750","Memory: Unknown"
"GeForce PCX 5900","GPU","GEFORCE","GeForce PCX 5900","Memory: Unknown"
"GeForce RTX 2060","GPU","GEFORCE","GeForce RTX 2060","Memory: Unknown"
"GeForce RTX 2060 (Mobile)","GPU","GEFORCE","GeForce RTX 2060 (Mobile)","Memory: Unknown"
"GeForce RTX 2060 SUPER","GPU","GEFORCE","GeForce RTX 2060 SUPER","Memory: Unknown"
"GeForce RTX 2060 with Max-Q Design","GPU","GEFORCE","GeForce RTX 2060 with Max-Q Design","Memory: Unknown"
"GeForce RTX 2070","GPU","GEFORCE","GeForce RTX 2070","Memory: Unknown"
"GeForce RTX 2070 (Mobile)","GPU","GEFORCE","GeForce RTX 2070 (Mobile)","Memory: Unknown"
"GeForce RTX 2070 SUPER","GPU","GEFORCE","GeForce RTX 2070 SUPER","Memory: Unknown"
"GeForce RTX 2070 Super with Max-Q Design","GPU","GEFORCE","GeForce RTX 2070 Super with Max-Q Design","Memory: Unknown"
"GeForce RTX 2070 with Max-Q Design","GPU","GEFORCE","GeForce RTX 2070 with Max-Q Design","Memory: Unknown"
"GeForce RTX 2080","GPU","GEFORCE","GeForce RTX 2080","Memory: Unknown"
"GeForce RTX 2080 (Mobile)","GPU","GEFORCE","GeForce RTX 2080 (Mobile)","Memory: Unknown"
"GeForce RTX 2080 SUPER","GPU","GEFORCE","GeForce RTX 2080 SUPER","Memory: Unknown"
"GeForce RTX 2080 Super with Max-Q Design","GPU","GEFORCE","GeForce RTX 2080 Super with Max-Q Design","Memory: Unknown"
"GeForce RTX 2080 Ti","GPU","GEFORCE","GeForce RTX 2080 Ti","Memory: Unknown"
"GeForce RTX 2080 with Max-Q Design","GPU","GEFORCE","GeForce RTX 2080 with Max-Q Design","Memory: Unknown"
"GeForce RTX 3050 Laptop GPU","GPU","GEFORCE","GeForce RTX 3050 Laptop GPU","Memory: Unknown"
"GeForce RTX 3050 Ti Laptop GPU","GPU","GEFORCE","GeForce RTX 3050 Ti Laptop GPU","Memory: Unknown"
"GeForce RTX 3060","GPU","GEFORCE","GeForce RTX 3060","Memory: Unknown"
"GeForce RTX 3060 Laptop GPU","GPU","GEFORCE","GeForce RTX 3060 Laptop GPU","Memory: Unknown"
"GeForce RTX 3060 Ti","GPU","GEFORCE","GeForce RTX 3060 Ti","Memory: Unknown"
"GeForce RTX 3070","GPU","GEFORCE","GeForce RTX 3070","Memory: Unknown"
"GeForce RTX 3070 Laptop GPU","GPU","GEFORCE","GeForce RTX 3070 Laptop GPU","Memory: Unknown"
"GeForce RTX 3070 Ti","GPU","GEFORCE","GeForce RTX 3070 Ti","Memory: Unknown"
"GeForce RTX 3080","GPU","GEFORCE","GeForce RTX 3080","Memory: Unknown"
"GeForce RTX 3080 Laptop GPU","GPU","GEFORCE","GeForce RTX 3080 Laptop GPU","Memory: Unknown"
"GeForce RTX 3080 Ti","GPU","GEFORCE","GeForce RTX 3080 Ti","Memory: Unknown"
"GeForce RTX 3090","GPU","GEFORCE","GeForce RTX 3090","Memory: Unknown"
"GeForce2 Go","GPU","UNKNOWN","GeForce2 Go","Memory: Unknown"
"GeForce2 GTS/GeForce2 Pro","GPU","UNKNOWN","GeForce2 GTS/GeForce2 Pro","Memory: Unknown"
