"name","type","brand","model","specs"
"MSI Z97-S02","Motherboard","MSI","Z97-S02","Socket: LGA 1150, Chipset: Intel Z97"
"Asus Prime A320M-A","Motherboard","Asus","Prime A320M-A","Socket: AM4, Chipset: AMD A320"
"Gigabyte B360M H","Motherboard","Gigabyte","B360M H","Socket: LGA 1151, Chipset: Intel B360"
"Asus Prime B360M-K","Motherboard","Asus","Prime B360M-K","Socket: LGA 1151, Chipset: Intel B360"
"Asus ROG Maximus X Hero (Wi-Fi AC)","Motherboard","Asus","ROG Maximus X Hero (Wi-Fi AC)","Socket: LGA 1151, Chipset: Intel Z370"
"Asus ROG Striker II Extreme","Motherboard","Asus","ROG Striker II Extreme","Socket: LGA 775, Chipset: Nvidia nForce 790i Ultra SLI"
"Asus Prime X299-Deluxe","Motherboard","Asus","Prime X299-Deluxe","Socket: LGA 2066, Chipset: Intel X299"
"Asus ROG Strix X370-F Gaming","Motherboard","Asus","ROG Strix X370-F Gaming","Socket: AM4, Chipset: AMD X370"
"Maxsun MS-A320D4 Turbo","Motherboard","Maxsun","MS-A320D4 Turbo","Socket: AM4, Chipset: AMD A320"
"Asus P6X58D Premium","Motherboard","Asus","P6X58D Premium","Socket: LGA 1366, Chipset: Intel X58"
"Asrock Z270 Taichi","Motherboard","Asrock","Z270 Taichi","Socket: LGA 1151, Chipset: Intel Z270"
"Asrock B360M-HDV","Motherboard","Asrock","B360M-HDV","Socket: LGA 1151, Chipset: Intel B360"
"Gigabyte GA-H270M-D3H","Motherboard","Gigabyte","GA-H270M-D3H","Socket: LGA 1151, Chipset: Intel H270"
"Asrock 970 Extreme3 R2.0","Motherboard","Asrock","970 Extreme3 R2.0","Socket: AM3+, Chipset: AMD 970"
"Asus ROG Crosshair VI Hero","Motherboard","Asus","ROG Crosshair VI Hero","Socket: AM4, Chipset: AMD X370"
"MSI Z370 Tomahawk","Motherboard","MSI","Z370 Tomahawk","Socket: LGA 1151, Chipset: Intel Z370"
"Maxsun MS-Terminator B360W","Motherboard","Maxsun","MS-Terminator B360W","Socket: LGA 1151, Chipset: Intel B360"
"Asrock 970A-G/3.1","Motherboard","Asrock","970A-G/3.1","Socket: AM3+, Chipset: AMD 970"
"Asrock Fatal1ty X99X Killer","Motherboard","Asrock","Fatal1ty X99X Killer","Socket: LGA 2011-3, Chipset: Intel X99"
"Gigabyte GA-H110M-Gaming 3","Motherboard","Gigabyte","GA-H110M-Gaming 3","Socket: LGA 1151, Chipset: Intel H110"
"Gigabyte GA-AX370-Gaming K5","Motherboard","Gigabyte","GA-AX370-Gaming K5","Socket: AM4, Chipset: AMD X370"
"Asus ROG Maximus X Apex","Motherboard","Asus","ROG Maximus X Apex","Socket: LGA 1151, Chipset: Intel Z370"
"Gigabyte GA-AX370-Gaming K3","Motherboard","Gigabyte","GA-AX370-Gaming K3","Socket: AM4, Chipset: AMD X370"
"MSI B150M Bazooka Plus","Motherboard","MSI","B150M Bazooka Plus","Socket: LGA 1151, Chipset: Intel B150"
"Asrock B550M-HDV","Motherboard","Asrock","B550M-HDV","Socket: AM4, Chipset: AMD B550"
"Asrock Fatal1ty Z370 Gaming K6","Motherboard","Asrock","Fatal1ty Z370 Gaming K6","Socket: LGA 1151, Chipset: Intel Z370"
"Gigabyte GA-970A-D3P Rev. 2.0","Motherboard","Gigabyte","GA-970A-D3P Rev. 2.0","Socket: AM3+, Chipset: AMD 970"
"Gigabyte Z370M DS3H","Motherboard","Gigabyte","Z370M DS3H","Socket: LGA 1151, Chipset: Intel Z370"
"Asrock Fatal1ty Z370 Gaming-ITX/ac","Motherboard","Asrock","Fatal1ty Z370 Gaming-ITX/ac","Socket: LGA 1151, Chipset: Intel Z370"
"ECS B350AM4-M","Motherboard","ECS","B350AM4-M","Socket: AM4, Chipset: AMD B350"
"Gigabyte X570 Aorus Master","Motherboard","Gigabyte","X570 Aorus Master","Socket: AM4, Chipset: AMD X570"
"Asrock Fatal1ty B250M Performance","Motherboard","Asrock","Fatal1ty B250M Performance","Socket: LGA 1151, Chipset: Intel B250"
"Asrock B450M Pro4","Motherboard","Asrock","B450M Pro4","Socket: AM4, Chipset: AMD B450"
"Asrock B460M Pro4","Motherboard","Asrock","B460M Pro4","Socket: LGA 1200, Chipset: Intel B460"
"Maxsun MS-B250D4L M.2","Motherboard","Maxsun","MS-B250D4L M.2","Socket: LGA 1151, Chipset: Intel B250"
"Gigabyte X570 Aorus Xtreme","Motherboard","Gigabyte","X570 Aorus Xtreme","Socket: AM4, Chipset: AMD X570"
"Asus ROG Strix B250G Gaming","Motherboard","Asus","ROG Strix B250G Gaming","Socket: LGA 1151, Chipset: Intel B250"
"Asus ROG Maximus Extreme","Motherboard","Asus","ROG Maximus Extreme","Socket: LGA 775, Chipset: Intel X38"
"Asus ROG Striker Extreme","Motherboard","Asus","ROG Striker Extreme","Socket: LGA 775, Chipset: Nvidia 680i SLI"
"Gigabyte GA-Z170-Gaming K3 Rev. 1.1","Motherboard","Gigabyte","GA-Z170-Gaming K3 Rev. 1.1","Socket: LGA 1151, Chipset: Intel Z170"
"Asus ROG Maximus XI Extreme","Motherboard","Asus","ROG Maximus XI Extreme","Socket: LGA 1151, Chipset: Intel Z390"
"Asrock 970 Extreme4","Motherboard","Asrock","970 Extreme4","Socket: AM3+, Chipset: AMD 970"
"Asus Z170-P D3","Motherboard","Asus","Z170-P D3","Socket: LGA 1151, Chipset: Intel Z170"
"Asrock X399 Taichi","Motherboard","Asrock","X399 Taichi","Socket: TR4, Chipset: AMD X399"
"Fujitsu D3400-B1","Motherboard","Fujitsu","D3400-B1","Socket: LGA 1151, Chipset: Intel H110"
"MSI A320M Pro-M2","Motherboard","MSI","A320M Pro-M2","Socket: AM4, Chipset: AMD A320"
"Asrock Fatal1ty Z270 Gaming-ITX/ac","Motherboard","Asrock","Fatal1ty Z270 Gaming-ITX/ac","Socket: LGA 1151, Chipset: Intel Z270"
"Asrock Z170 Extreme4","Motherboard","Asrock","Z170 Extreme4","Socket: LGA 1151, Chipset: Intel Z170"
"Asrock A320M Pro4","Motherboard","Asrock","A320M Pro4","Socket: AM4, Chipset: AMD A320"
"Gigabyte X399 Aorus Gaming 7","Motherboard","Gigabyte","X399 Aorus Gaming 7","Socket: TR4, Chipset: AMD X399"
"Asus Prime H310M-D R2.0","Motherboard","Asus","Prime H310M-D R2.0","Socket: LGA 1151, Chipset: Intel H310"
"MSI B150 Gaming M3","Motherboard","MSI","B150 Gaming M3","Socket: LGA 1151, Chipset: Intel B150"
"Asus ROG Maximus V Formula","Motherboard","Asus","ROG Maximus V Formula","Socket: LGA 1155, Chipset: Intel Z77"
"Asus B150M-Plus","Motherboard","Asus","B150M-Plus","Socket: LGA 1151, Chipset: Intel B150"
"Gigabyte GA-970A-DS3P FX Rev. 2.1","Motherboard","Gigabyte","GA-970A-DS3P FX Rev. 2.1","Socket: AM3+, Chipset: AMD 990FX"
"Asus TUF B350M-Plus Gaming","Motherboard","Asus","TUF B350M-Plus Gaming","Socket: AM4, Chipset: AMD B350"
"Asus TUF Z370-Plus Gaming","Motherboard","Asus","TUF Z370-Plus Gaming","Socket: LGA 1151, Chipset: Intel Z370"
"Biostar B350GT5","Motherboard","Biostar","B350GT5","Socket: AM4, Chipset: AMD B350"
"Asrock Z370 Taichi","Motherboard","Asrock","Z370 Taichi","Socket: LGA 1151, Chipset: Intel Z370"
"Gigabyte GA-990FXA-UD3 Rev. 4.1","Motherboard","Gigabyte","GA-990FXA-UD3 Rev. 4.1","Socket: AM3+, Chipset: AMD 990FX"
"Gigabyte GA-EX58-UD3R Rev. 1.6","Motherboard","Gigabyte","GA-EX58-UD3R Rev. 1.6","Socket: LGA 1366, Chipset: Intel X58"
"Asus ROG Maximus IX Code","Motherboard","Asus","ROG Maximus IX Code","Socket: LGA 1151, Chipset: Intel Z270"
"Asus ROG Maximus III Formula","Motherboard","Asus","ROG Maximus III Formula","Socket: LGA 1156, Chipset: Intel P55"
"MSI X470 Gaming Plus","Motherboard","MSI","X470 Gaming Plus","Socket: AM4, Chipset: AMD X470"
"Asrock Fatal1ty AB350 Gaming-ITX/ac","Motherboard","Asrock","Fatal1ty AB350 Gaming-ITX/ac","Socket: AM4, Chipset: AMD B350"
"Asus ROG Strix Z370-H Gaming","Motherboard","Asus","ROG Strix Z370-H Gaming","Socket: LGA 1151, Chipset: Intel Z370"
"Asus TUF B450M-Plus Gaming","Motherboard","Asus","TUF B450M-Plus Gaming","Socket: AM4, Chipset: AMD B450"
"Asus TUF X299 Mark 2","Motherboard","Asus","TUF X299 Mark 2","Socket: LGA 2066, Chipset: Intel X299"
"Biostar TB350-BTC","Motherboard","Biostar","TB350-BTC","Socket: AM4, Chipset: AMD B350"
"MSI H270 Gaming M3","Motherboard","MSI","H270 Gaming M3","Socket: LGA 1151, Chipset: Intel H270"
"Gigabyte GA-H110M-S2PV","Motherboard","Gigabyte","GA-H110M-S2PV","Socket: LGA 1151, Chipset: Intel H110"
"Asus TUF B360M-Plus Gaming","Motherboard","Asus","TUF B360M-Plus Gaming","Socket: LGA 1151, Chipset: Intel B360"
"MSI X299 SLI Plus","Motherboard","MSI","X299 SLI Plus","Socket: LGA 2066, Chipset: Intel X299"
"Asus ROG Strix Z370-G Gaming (Wi-Fi AC)","Motherboard","Asus","ROG Strix Z370-G Gaming (Wi-Fi AC)","Socket: LGA 1151, Chipset: Intel Z370"
"Asrock Fatal1ty X370 Gaming K4","Motherboard","Asrock","Fatal1ty X370 Gaming K4","Socket: AM4, Chipset: AMD X370"
"Asus ROG Strix Z370-F Gaming","Motherboard","Asus","ROG Strix Z370-F Gaming","Socket: LGA 1151, Chipset: Intel Z370"
"Asus B365M-Kylin","Motherboard","Asus","B365M-Kylin","Socket: LGA 1151, Chipset: Intel B365"
"Asrock X370 Killer SLI/ac","Motherboard","Asrock","X370 Killer SLI/ac","Socket: AM4, Chipset: AMD X370"
"EVGA X99 Classified","Motherboard","EVGA","X99 Classified","Socket: LGA 2011-3, Chipset: Intel X99"
"Asrock H110M-STX","Motherboard","Asrock","H110M-STX","Socket: LGA 1151, Chipset: Intel H110"
"MSI MEG Z390 Godlike","Motherboard","MSI","MEG Z390 Godlike","Socket: LGA 1151, Chipset: Intel Z390"
"Asrock Z370M-ITX/ac","Motherboard","Asrock","Z370M-ITX/ac","Socket: LGA 1151, Chipset: Intel Z370"
"Asus ROG Maximus X Formula","Motherboard","Asus","ROG Maximus X Formula","Socket: LGA 1151, Chipset: Intel Z370"
"Asrock X570 Creator","Motherboard","Asrock","X570 Creator","Socket: AM4, Chipset: AMD X570"
"MSI B150 PC Mate","Motherboard","MSI","B150 PC Mate","Socket: LGA 1151, Chipset: Intel B150"
"Gigabyte GA-H110M-S2PT","Motherboard","Gigabyte","GA-H110M-S2PT","Socket: LGA 1151, Chipset: Intel H110"
"Asus ROG Maximus IX Hero","Motherboard","Asus","ROG Maximus IX Hero","Socket: LGA 1151, Chipset: Intel Z270"
"Asrock B365 Pro4","Motherboard","Asrock","B365 Pro4","Socket: LGA 1151, Chipset: Intel B365"
"Gigabyte GA-B250N Phoenix-WiFi","Motherboard","Gigabyte","GA-B250N Phoenix-WiFi","Socket: LGA 1151, Chipset: Intel B250"
"Asus ROG Commando","Motherboard","Asus","ROG Commando","Socket: LGA 775, Chipset: Intel P965"
"Asus ROG Rampage IV Gene","Motherboard","Asus","ROG Rampage IV Gene","Socket: LGA 2011, Chipset: Intel X79"
"Gigabyte X299 Aorus Gaming 7","Motherboard","Gigabyte","X299 Aorus Gaming 7","Socket: LGA 2066, Chipset: Intel X299"
"Gigabyte GA-Z270N-WiFi","Motherboard","Gigabyte","GA-Z270N-WiFi","Socket: LGA 1151, Chipset: Intel Z270"
"MSI B360M Pro-VDH","Motherboard","MSI","B360M Pro-VDH","Socket: LGA 1151, Chipset: Intel B360"
"MSI X299 Raider","Motherboard","MSI","X299 Raider","Socket: LGA 2066, Chipset: Intel X299"
"ECS B350AM4-M2","Motherboard","ECS","B350AM4-M2","Socket: AM4, Chipset: AMD B350"
"MSI H110M PRO-D","Motherboard","MSI","H110M PRO-D","Socket: LGA 1151, Chipset: Intel H110"
"Asrock Fatal1ty Z270 Professional Gaming i7","Motherboard","Asrock","Fatal1ty Z270 Professional Gaming i7","Socket: LGA 1151, Chipset: Intel Z270"
"Asus ROG Crosshair VI Extreme","Motherboard","Asus","ROG Crosshair VI Extreme","Socket: AM4, Chipset: AMD X370"
"Asus Prime A320M-E","Motherboard","Asus","Prime A320M-E","Socket: AM4, Chipset: AMD A320"
"Gigabyte GA-EX58-UD5","Motherboard","Gigabyte","GA-EX58-UD5","Socket: LGA 1366, Chipset: Intel X58"
"Asrock X570M Pro4","Motherboard","Asrock","X570M Pro4","Socket: AM4, Chipset: AMD X570"
"Asrock Z270 SuperCarrier","Motherboard","Asrock","Z270 SuperCarrier","Socket: LGA 1151, Chipset: Intel Z270"
"Gigabyte GA-B150M-D3H DDR3","Motherboard","Gigabyte","GA-B150M-D3H DDR3","Socket: LGA 1151, Chipset: Intel B150"
"Biostar X370GT3","Motherboard","Biostar","X370GT3","Socket: AM4, Chipset: AMD X370"
"Asus ROG Rampage V Extreme","Motherboard","Asus","ROG Rampage V Extreme","Socket: LGA 2011-3, Chipset: Intel X99"
"Gigabyte X299 UD4","Motherboard","Gigabyte","X299 UD4","Socket: LGA 2066, Chipset: Intel X299"
"Asus ROG Rampage VI Extreme","Motherboard","Asus","ROG Rampage VI Extreme","Socket: LGA 2066, Chipset: Intel X299"
"EVGA X99 Micro","Motherboard","EVGA","X99 Micro","Socket: LGA 2011-3, Chipset: Intel X99"
"Asrock Z370 Killer SLI/ac","Motherboard","Asrock","Z370 Killer SLI/ac","Socket: LGA 1151, Chipset: Intel Z370"
"Asus ROG Maximus XI Formula","Motherboard","Asus","ROG Maximus XI Formula","Socket: LGA 1151, Chipset: Intel Z390"
"Gigabyte GA-Q270M-D3H","Motherboard","Gigabyte","GA-Q270M-D3H","Socket: LGA 1151, Chipset: Intel Q270"
"MSI 990FXA-GD65","Motherboard","MSI","990FXA-GD65","Socket: AM3+, Chipset: AMD 990FX"
"Asus Prime H270-Plus","Motherboard","Asus","Prime H270-Plus","Socket: LGA 1151, Chipset: Intel H270"
"Asrock Fatal1ty X99 Professional","Motherboard","Asrock","Fatal1ty X99 Professional","Socket: LGA 2011-3, Chipset: Intel X99"
"Gigabyte X299 Designare EX","Motherboard","Gigabyte","X299 Designare EX","Socket: LGA 2066, Chipset: Intel X299"
"MSI 990FXA Gaming","Motherboard","MSI","990FXA Gaming","Socket: AM3+, Chipset: AMD 990FX"
"Gigabyte B360N Aorus Gaming Wifi","Motherboard","Gigabyte","B360N Aorus Gaming Wifi","Socket: LGA 1151, Chipset: Intel B360"
"Asrock X570 Phantom Gaming 4","Motherboard","Asrock","X570 Phantom Gaming 4","Socket: AM4, Chipset: AMD X570"
"Asrock A320TM-ITX","Motherboard","Asrock","A320TM-ITX","Socket: AM4, Chipset: AMD A320"
"Asrock Fatal1ty X370 Professional Gaming","Motherboard","Asrock","Fatal1ty X370 Professional Gaming","Socket: AM4, Chipset: AMD X370"
"MSI B350M Mortar Arctic","Motherboard","MSI","B350M Mortar Arctic","Socket: AM4, Chipset: AMD B350"
"SOYO SY-Meterstone B250M Gaming","Motherboard","SOYO","SY-Meterstone B250M Gaming","Socket: LGA 1151, Chipset: Intel B250"
"Gigabyte GA-B250M-D3V","Motherboard","Gigabyte","GA-B250M-D3V","Socket: LGA 1151, Chipset: Intel B250"
"MSI B250 Gaming M3","Motherboard","MSI","B250 Gaming M3","Socket: LGA 1151, Chipset: Intel B250"
"Asus ROG Strix B450-F Gaming","Motherboard","Asus","ROG Strix B450-F Gaming","Socket: AM4, Chipset: AMD B450"
"Asrock 990FX Extreme3","Motherboard","Asrock","990FX Extreme3","Socket: AM3+, Chipset: AMD 990FX"
"Asrock H110M-DVS R2.0","Motherboard","Asrock","H110M-DVS R2.0","Socket: LGA 1151, Chipset: Intel H110"
"Gigabyte GA-Z270X-Gaming K5","Motherboard","Gigabyte","GA-Z270X-Gaming K5","Socket: LGA 1151, Chipset: Intel Z270"
"Asrock X299 Taichi","Motherboard","Asrock","X299 Taichi","Socket: LGA 2066, Chipset: Intel X299"
"Asus WS C621E Sage","Motherboard","Asus","WS C621E Sage","Socket: 2x LGA 3647, Chipset: Intel C621"
"Asrock Z270 Extreme4","Motherboard","Asrock","Z270 Extreme4","Socket: LGA 1151, Chipset: Intel Z270"
"Asus ROG Rampage III Gene","Motherboard","Asus","ROG Rampage III Gene","Socket: LGA 1366, Chipset: Intel X58"
"Asus Prime B350M-E","Motherboard","Asus","Prime B350M-E","Socket: AM4, Chipset: AMD B350"
"MSI X299M-A Pro","Motherboard","MSI","X299M-A Pro","Socket: LGA 2066, Chipset: Intel X299"
"Asrock H270 Pro4","Motherboard","Asrock","H270 Pro4","Socket: LGA 1151, Chipset: Intel H270"
"Asus ROG Maximus VI Hero","Motherboard","Asus","ROG Maximus VI Hero","Socket: LGA 1150, Chipset: Intel Z87"
"Gigabyte GA-B250-HD3P","Motherboard","Gigabyte","GA-B250-HD3P","Socket: LGA 1151, Chipset: Intel B250"
"Asrock H170M Pro4","Motherboard","Asrock","H170M Pro4","Socket: LGA 1151, Chipset: Intel H170"
"Asus ROG Maximus IV Gene-Z/Gen3","Motherboard","Asus","ROG Maximus IV Gene-Z/Gen3","Socket: LGA 1155, Chipset: Intel Z68"
"Asrock X570 Pro4","Motherboard","Asrock","X570 Pro4","Socket: AM4, Chipset: AMD X570"
"MSI Z170A Gaming Pro Carbon","Motherboard","MSI","Z170A Gaming Pro Carbon","Socket: LGA 1151, Chipset: Intel Z170"
"Gigabyte GA-H170-HD3","Motherboard","Gigabyte","GA-H170-HD3","Socket: LGA 1151, Chipset: Intel H170"
"Gigabyte GA-H170N-WIFI","Motherboard","Gigabyte","GA-H170N-WIFI","Socket: LGA 1151, Chipset: Intel H170"
"Asrock Fatal1ty E3V5 Performance Gaming/OC","Motherboard","Asrock","Fatal1ty E3V5 Performance Gaming/OC","Socket: LGA 1151, Chipset: Intel C232"
"MSI Z370 Gaming M5","Motherboard","MSI","Z370 Gaming M5","Socket: LGA 1151, Chipset: Intel Z370"
"MSI H270 Gaming Pro Carbon","Motherboard","MSI","H270 Gaming Pro Carbon","Socket: LGA 1151, Chipset: Intel H270"
"MSI H270M Bazooka","Motherboard","MSI","H270M Bazooka","Socket: LGA 1151, Chipset: Intel H270"
"Asrock Z270M Pro4","Motherboard","Asrock","Z270M Pro4","Socket: LGA 1151, Chipset: Intel Z270"
"MSI H310M Pro-VD Plus","Motherboard","MSI","H310M Pro-VD Plus","Socket: LGA 1151, Chipset: Intel H310"
"Asus Prime X299-A","Motherboard","Asus","Prime X299-A","Socket: LGA 2066, Chipset: Intel X299"
"MSI B350 Tomahawk Arctic","Motherboard","MSI","B350 Tomahawk Arctic","Socket: AM4, Chipset: AMD B350"
"Asrock 970 Pro3","Motherboard","Asrock","970 Pro3","Socket: AM3+, Chipset: AMD 970"
"Maxsun MS-H110D4 Turbo M.2","Motherboard","Maxsun","MS-H110D4 Turbo M.2","Socket: LGA 1151, Chipset: Intel H110"
"Asus ROG Rampage Formula","Motherboard","Asus","ROG Rampage Formula","Socket: LGA 775, Chipset: Intel X48"
"Fujitsu D3401-B2","Motherboard","Fujitsu","D3401-B2","Socket: LGA 1151, Chipset: Intel Q150"
"Asus TUF Z390-Plus Gaming","Motherboard","Asus","TUF Z390-Plus Gaming","Socket: LGA 1151, Chipset: Intel Z390"
"ECS H110M4-C3D","Motherboard","ECS","H110M4-C3D","Socket: LGA 1151, Chipset: Intel H110"
"Asus ROG Maximus VIII Ranger","Motherboard","Asus","ROG Maximus VIII Ranger","Socket: LGA 1151, Chipset: Intel Z170"
"Asrock J3455-ITX","Motherboard","Asrock","J3455-ITX","Socket: Onboard CPU, Chipset: SOC"
"Asus B250 Mining Expert","Motherboard","Asus","B250 Mining Expert","Socket: LGA 1151, Chipset: Intel B250"
"Asrock A320M","Motherboard","Asrock","A320M","Socket: AM4, Chipset: AMD A320"
"MSI B250M Mortar Arctic","Motherboard","MSI","B250M Mortar Arctic","Socket: LGA 1151, Chipset: Intel B250"
"Gigabyte B360M D2V","Motherboard","Gigabyte","B360M D2V","Socket: LGA 1151, Chipset: Intel B360"
"MSI X370 XPower Gaming Titanium","Motherboard","MSI","X370 XPower Gaming Titanium","Socket: AM4, Chipset: AMD X370"
"MSI X370 Gaming Pro Carbon","Motherboard","MSI","X370 Gaming Pro Carbon","Socket: AM4, Chipset: AMD X370"
"Gigabyte G1.Sniper M7","Motherboard","Gigabyte","G1.Sniper M7","Socket: LGA 1151, Chipset: Intel B150"
"Gigabyte GA-Z270X-Designare","Motherboard","Gigabyte","GA-Z270X-Designare","Socket: LGA 1151, Chipset: Intel Z270"
"Asus ROG Striker II Formula","Motherboard","Asus","ROG Striker II Formula","Socket: LGA 775, Chipset: Nvidia nForce 780i SLI"
"Asrock X370M-HDV","Motherboard","Asrock","X370M-HDV","Socket: AM4, Chipset: AMD X370"
"Asus ROG Crosshair II Formula","Motherboard","Asus","ROG Crosshair II Formula","Socket: AM2+, Chipset: Nvidia nForce 780a SLI"
"Biostar H310MHD Pro","Motherboard","Biostar","H310MHD Pro","Socket: LGA 1151, Chipset: Intel H310"
"Asrock Fatal1ty X99M Killer","Motherboard","Asrock","Fatal1ty X99M Killer","Socket: LGA 2011-3, Chipset: Intel X99"
"MSI Z370 Godlike Gaming","Motherboard","MSI","Z370 Godlike Gaming","Socket: LGA 1151, Chipset: Intel Z370"
"Biostar X370GTN","Motherboard","Biostar","X370GTN","Socket: AM4, Chipset: AMD X370"
"Asus ROG Rampage V Extreme/U3.1","Motherboard","Asus","ROG Rampage V Extreme/U3.1","Socket: LGA 2011-3, Chipset: Intel X99"
"Gigabyte X399 Designare EX","Motherboard","Gigabyte","X399 Designare EX","Socket: TR4, Chipset: AMD X399"
"Gigabyte GA-990XA-UD3 Rev. 3.0","Motherboard","Gigabyte","GA-990XA-UD3 Rev. 3.0","Socket: AM3+, Chipset: AMD 990X"
"Gigabyte GA-970A-UD3P Rev. 2.0","Motherboard","Gigabyte","GA-970A-UD3P Rev. 2.0","Socket: AM3+, Chipset: AMD 970"
"Asrock X370 Killer SLI","Motherboard","Asrock","X370 Killer SLI","Socket: AM4, Chipset: AMD X370"
"Asrock Z170 OC Formula","Motherboard","Asrock","Z170 OC Formula","Socket: LGA 1151, Chipset: Intel Z170"
"Gigabyte GA-H270N-WiFi","Motherboard","Gigabyte","GA-H270N-WiFi","Socket: LGA 1151, Chipset: Intel H270"
"Asus Z170-K","Motherboard","Asus","Z170-K","Socket: LGA 1151, Chipset: Intel Z170"
"MSI Z170A Krait Gaming","Motherboard","MSI","Z170A Krait Gaming","Socket: LGA 1151, Chipset: Intel Z170"
"Asrock X570 Phantom Gaming 4 WiFi ax","Motherboard","Asrock","X570 Phantom Gaming 4 WiFi ax","Socket: AM4, Chipset: AMD X570"
"Asrock H110M-G/M.2","Motherboard","Asrock","H110M-G/M.2","Socket: LGA 1151, Chipset: Intel H110"
"MSI H110M PRO-VD Plus","Motherboard","MSI","H110M PRO-VD Plus","Socket: LGA 1151, Chipset: Intel H110"
"Supermicro C7Z370-CG-L","Motherboard","Supermicro","C7Z370-CG-L","Socket: LGA 1151, Chipset: Intel Z370"
"Asrock Fatal1ty X99X Killer/3.1","Motherboard","Asrock","Fatal1ty X99X Killer/3.1","Socket: LGA 2011-3, Chipset: Intel X99"
"Asus TUF X299 Mark 1","Motherboard","Asus","TUF X299 Mark 1","Socket: LGA 2066, Chipset: Intel X299"
"Asrock Fatal1ty X99 Professional Gaming i7","Motherboard","Asrock","Fatal1ty X99 Professional Gaming i7","Socket: LGA 2011-3, Chipset: Intel X99"
"Gigabyte GA-AB350M-D3H","Motherboard","Gigabyte","GA-AB350M-D3H","Socket: AM4, Chipset: AMD B350"
"Asus TUF B360M-E Gaming","Motherboard","Asus","TUF B360M-E Gaming","Socket: LGA 1151, Chipset: Intel B360"
"Asus X99-A II","Motherboard","Asus","X99-A II","Socket: LGA 2011-3, Chipset: Intel X99"
"Gigabyte GA-Z270X-UD3","Motherboard","Gigabyte","GA-Z270X-UD3","Socket: LGA 1151, Chipset: Intel Z270"
"Asus Prime Z270-K","Motherboard","Asus","Prime Z270-K","Socket: LGA 1151, Chipset: Intel Z270"
"Asus EX-B250-V7","Motherboard","Asus","EX-B250-V7","Socket: LGA 1151, Chipset: Intel B250"
"Asrock Fatal1ty AB350 Gaming K4","Motherboard","Asrock","Fatal1ty AB350 Gaming K4","Socket: AM4, Chipset: AMD B350"
"Asus WS X299 Sage","Motherboard","Asus","WS X299 Sage","Socket: LGA 2066, Chipset: Intel X299"
"MSI A320M Bazooka","Motherboard","MSI","A320M Bazooka","Socket: AM4, Chipset: AMD A320"
"MSI 970 Gaming","Motherboard","MSI","970 Gaming","Socket: AM3+, Chipset: AMD 970"
"Asus M5A99FX PRO R2.0","Motherboard","Asus","M5A99FX PRO R2.0","Socket: AM3+, Chipset: AMD 990FX"
"Asus EX-B150M-V5 D3","Motherboard","Asus","EX-B150M-V5 D3","Socket: LGA 1151, Chipset: Intel B150"
"ECS H110M-C3D","Motherboard","ECS","H110M-C3D","Socket: LGA 1151, Chipset: Intel H110"
"Gigabyte GA-B250M-EVO","Motherboard","Gigabyte","GA-B250M-EVO","Socket: LGA 1151, Chipset: Intel B250"
"MSI Z370 Gaming Pro Carbon AC","Motherboard","MSI","Z370 Gaming Pro Carbon AC","Socket: LGA 1151, Chipset: Intel Z370"
"MSI B250M Mortar","Motherboard","MSI","B250M Mortar","Socket: LGA 1151, Chipset: Intel B250"
"Gigabyte GA-H170-Gaming 3 DDR3","Motherboard","Gigabyte","GA-H170-Gaming 3 DDR3","Socket: LGA 1151, Chipset: Intel H170"
"Asrock Fatal1ty X299 Professional Gaming i9","Motherboard","Asrock","Fatal1ty X299 Professional Gaming i9","Socket: LGA 2066, Chipset: Intel X299"
